;date_time;url_clean;user_id;news_id;user_sid;news_sid;dt_index;hour_sid;hour;date;week_sid;weekday_sid;weekday;news_dt_sid;news_rdt_sid;user_dt_sid;user_rdt_sid;event_weight
40;2021-08-17 18:16:29;mos.ru/mayor/themes/4299/7572050/;1;7572050;213;11;16704;400;18;2021-08-17;33;1;Âò;3845;1046;58;193;1.0
41;2021-08-17 18:18:21;mos.ru/news/item/94669073/;1;94669073;213;146;16707;400;18;2021-08-17;33;1;Âò;3873;1191;58;193;1.0
42;2021-08-17 18:18:24;mos.ru/news/item/94679073/;1;94679073;213;67;16708;400;18;2021-08-17;33;1;Âò;3875;1475;58;193;1.0
43;2021-08-17 18:19:32;mos.ru/mayor/themes/15299/7573050/;1;7573050;213;283;16711;400;18;2021-08-17;33;1;Âò;3911;358;58;193;1.0
44;2021-08-17 18:21:31;mos.ru/news/item/94701073/;1;94701073;213;93;16713;400;18;2021-08-17;33;1;Âò;3933;754;58;193;1.0
45;2021-08-17 18:21:35;mos.ru/news/item/94605073/;1;94605073;213;247;16714;400;18;2021-08-17;33;1;Âò;3929;1418;58;193;1.0
46;2021-08-17 18:22:01;mos.ru/mayor/themes/2299/7574050/;1;7574050;213;14;16716;400;18;2021-08-17;33;1;Âò;3944;372;58;193;1.0
47;2021-08-03 11:02:16;mos.ru/news/item/94115073/;2;94115073;80;118;2037;57;11;2021-08-03;31;1;Âò;636;2915;180;124;1.0
48;2021-08-04 12:49:34;mos.ru/news/item/92326073/;2;92326073;80;2264;3633;83;12;2021-08-04;31;2;Ñð;1132;4375;180;124;1.0
49;2021-08-04 13:08:19;mos.ru/news/item/94006073/;2;94006073;80;104;3662;83;13;2021-08-04;31;2;Ñð;61;362;180;124;1.0
50;2021-08-04 13:08:23;mos.ru/news/item/94050073/;2;94050073;80;467;3663;83;13;2021-08-04;31;2;Ñð;168;4961;180;124;1.0
51;2021-08-04 13:09:55;mos.ru/mayor/themes/18299/7530050/;2;7530050;80;567;3670;83;13;2021-08-04;31;2;Ñð;132;1147;180;124;1.0
52;2021-08-04 13:10:11;mos.ru/news/item/93984073/;2;93984073;80;1070;3673;83;13;2021-08-04;31;2;Ñð;1149;61;180;124;1.0
53;2021-08-04 13:10:58;mos.ru/news/item/93917073/;2;93917073;80;851;3675;83;13;2021-08-04;31;2;Ñð;898;2064;180;124;1.0
54;2021-08-04 13:11:24;mos.ru/mayor/themes/12299/7526050/;2;7526050;80;4003;3676;83;13;2021-08-04;31;2;Ñð;1150;5337;180;124;1.0
55;2021-08-04 13:13:12;mos.ru/news/item/93847073/;2;93847073;80;683;3685;83;13;2021-08-04;31;2;Ñð;1153;1248;180;124;1.0
56;2021-08-04 13:14:23;mos.ru/news/item/93794073/;2;93794073;80;626;3687;83;13;2021-08-04;31;2;Ñð;910;2246;180;124;1.0
57;2021-08-04 13:14:26;mos.ru/news/item/93766073/;2;93766073;80;2266;3688;83;13;2021-08-04;31;2;Ñð;1155;2120;180;124;1.0
58;2021-08-04 13:15:01;mos.ru/mayor/themes/2299/7468050/;2;7468050;80;574;3689;83;13;2021-08-04;31;2;Ñð;1156;664;180;124;1.0
59;2021-08-04 13:15:23;mos.ru/mayor/themes/2299/7361050/;2;7361050;80;728;3691;83;13;2021-08-04;31;2;Ñð;1157;3573;180;124;1.0
60;2021-08-04 13:15:40;mos.ru/news/item/93671073/;2;93671073;80;856;3693;83;13;2021-08-04;31;2;Ñð;969;2512;180;124;1.0
61;2021-08-04 13:16:42;mos.ru/mayor/themes/4299/7513050/;2;7513050;80;1298;3696;83;13;2021-08-04;31;2;Ñð;1159;1235;180;124;1.0
62;2021-08-04 13:22:13;mos.ru/news/item/89421073/;2;89421073;80;762;3705;83;13;2021-08-04;31;2;Ñð;1164;586;180;124;1.0
63;2021-08-05 09:30:36;mos.ru/news/item/94113073/;2;94113073;80;165;4450;103;9;2021-08-05;31;3;×ò;581;516;180;124;1.0
64;2021-08-05 09:30:46;mos.ru/news/item/93315073/;2;93315073;80;656;4451;103;9;2021-08-05;31;3;×ò;11;2277;180;124;1.0
65;2021-08-06 17:00:34;mos.ru/news/item/93877073/;2;93877073;80;1316;6427;135;17;2021-08-06;31;4;Ïò;292;2079;180;124;1.0
66;2021-08-06 17:01:01;mos.ru/news/item/77048073/;2;77048073;80;3985;6429;135;17;2021-08-06;31;4;Ïò;1928;4837;180;124;1.0
67;2021-08-06 17:01:33;mos.ru/news/item/80676073/;2;80676073;80;3994;6431;135;17;2021-08-06;31;4;Ïò;1929;4835;180;124;1.0
68;2021-08-06 17:01:58;mos.ru/news/item/88343073/;2;88343073;80;1384;6432;135;17;2021-08-06;31;4;Ïò;1930;770;180;124;1.0
69;2021-08-06 17:03:02;mos.ru/news/item/89588073/;2;89588073;80;2269;6434;135;17;2021-08-06;31;4;Ïò;1638;4833;180;124;1.0
70;2021-08-06 17:24:02;mos.ru/news/item/94266073/;2;94266073;80;178;6463;135;17;2021-08-06;31;4;Ïò;1720;959;180;124;1.0
71;2021-08-06 17:24:33;mos.ru/news/item/92654073/;2;92654073;80;2126;6464;135;17;2021-08-06;31;4;Ïò;1938;3813;180;124;1.0
72;2021-08-06 17:24:59;mos.ru/news/item/94004073/;2;94004073;80;1048;6465;135;17;2021-08-06;31;4;Ïò;310;3712;180;124;1.0
73;2021-08-06 18:02:04;mos.ru/news/item/94192073/;2;94192073;80;150;6504;136;18;2021-08-06;31;4;Ïò;1043;2725;180;124;1.0
74;2021-08-06 18:02:16;mos.ru/news/item/94194073/;2;94194073;80;73;6505;136;18;2021-08-06;31;4;Ïò;1041;2689;180;124;1.0
75;2021-08-06 18:02:33;mos.ru/news/item/93975073/;2;93975073;80;472;6506;136;18;2021-08-06;31;4;Ïò;0;3696;180;124;1.0
76;2021-08-06 18:31:31;mos.ru/news/item/94131073/;2;94131073;80;84;6525;136;18;2021-08-06;31;4;Ïò;639;3232;180;124;1.0
77;2021-08-06 18:31:42;mos.ru/news/item/94292073/;2;94292073;80;57;6526;136;18;2021-08-06;31;4;Ïò;1714;1683;180;124;1.0
78;2021-08-08 20:02:11;mos.ru/news/item/94352073/;2;94352073;80;169;7435;186;20;2021-08-08;31;6;Âñ;2108;248;180;124;1.0
79;2021-08-09 11:37:30;mos.ru/news/item/93028073/;2;93028073;80;1049;8219;201;11;2021-08-09;32;0;Ïí;878;467;180;124;1.0
80;2021-08-09 11:37:47;mos.ru/news/item/93211073/;2;93211073;80;701;8221;201;11;2021-08-09;32;0;Ïí;518;3538;180;124;1.0
81;2021-08-09 11:38:04;mos.ru/news/item/92342073/;2;92342073;80;3331;8222;201;11;2021-08-09;32;0;Ïí;2339;4531;180;124;1.0
82;2021-08-09 11:46:53;mos.ru/news/item/93763073/;2;93763073;80;597;8251;202;11;2021-08-09;32;0;Ïí;823;598;180;124;1.0
83;2021-08-13 09:31:35;mos.ru/news/item/94224073/;2;94224073;80;152;13152;295;9;2021-08-13;32;4;Ïò;1351;377;180;124;1.0
84;2021-08-13 09:31:51;mos.ru/news/item/93938073/;2;93938073;80;529;13153;295;9;2021-08-13;32;4;Ïò;53;2808;180;124;1.0
85;2021-08-13 09:32:53;mos.ru/news/item/93787073/;2;93787073;80;727;13155;295;9;2021-08-13;32;4;Ïò;194;3210;180;124;1.0
86;2021-08-13 12:29:31;mos.ru/news/item/78489073/;2;78489073;80;1052;13444;298;12;2021-08-13;32;4;Ïò;3584;3209;180;124;1.0
87;2021-08-13 12:30:48;mos.ru/news/item/90973073/;2;90973073;80;1403;13450;298;12;2021-08-13;32;4;Ïò;3586;2932;180;124;1.0
88;2021-08-13 12:33:56;mos.ru/news/item/75445073/;2;75445073;80;3301;13454;298;12;2021-08-13;32;4;Ïò;3587;3419;180;124;1.0
89;2021-08-13 12:34:48;mos.ru/news/item/60363073/;2;60363073;80;2142;13456;298;12;2021-08-13;32;4;Ïò;3589;3373;180;124;1.0
90;2021-08-13 12:36:02;mos.ru/news/item/65816073/;2;65816073;80;3167;13458;298;12;2021-08-13;32;4;Ïò;3590;3417;180;124;1.0
91;2021-08-13 12:37:03;mos.ru/news/item/65354073/;2;65354073;80;3106;13459;298;12;2021-08-13;32;4;Ïò;3591;3416;180;124;1.0
92;2021-08-13 12:37:31;mos.ru/news/item/61553073/;2;61553073;80;3105;13460;298;12;2021-08-13;32;4;Ïò;3592;3415;180;124;1.0
93;2021-08-13 12:38:00;mos.ru/news/item/60059073/;2;60059073;80;2447;13462;298;12;2021-08-13;32;4;Ïò;3594;3411;180;124;1.0
94;2021-08-13 12:40:01;mos.ru/news/item/90183073/;2;90183073;80;1358;13467;299;12;2021-08-13;32;4;Ïò;3596;3190;180;124;1.0
95;2021-08-13 12:40:29;mos.ru/news/item/60302073/;2;60302073;80;1777;13468;299;12;2021-08-13;32;4;Ïò;3597;3412;180;124;1.0
96;2021-08-13 12:42:53;mos.ru/news/item/86064073/;2;86064073;80;1516;13469;299;12;2021-08-13;32;4;Ïò;3598;3199;180;124;1.0
97;2021-08-13 12:46:26;mos.ru/news/item/84434073/;2;84434073;80;1851;13473;299;12;2021-08-13;32;4;Ïò;3600;3247;180;124;1.0
98;2021-08-13 19:43:01;mos.ru/news/item/93999073/;2;93999073;80;546;13909;306;19;2021-08-13;32;4;Ïò;437;3197;180;124;1.0
99;2021-08-13 19:43:15;mos.ru/news/item/92254073/;2;92254073;80;1081;13910;306;19;2021-08-13;32;4;Ïò;763;3191;180;124;1.0
100;2021-08-14 11:54:43;mos.ru/news/item/94499073/;2;94499073;80;308;14052;322;11;2021-08-14;32;5;Ñá;3714;1364;180;124;1.0
101;2021-08-14 11:55:53;mos.ru/news/item/93571073/;2;93571073;80;782;14053;322;11;2021-08-14;32;5;Ñá;1433;1094;180;124;1.0
102;2021-08-14 11:56:20;mos.ru/news/item/74463073/;2;74463073;80;1844;14054;322;11;2021-08-14;32;5;Ñá;3723;1458;180;124;1.0
103;2021-08-14 11:57:23;mos.ru/news/item/91878073/;2;91878073;80;1816;14055;322;11;2021-08-14;32;5;Ñá;3724;2470;180;124;1.0
104;2021-08-14 11:58:00;mos.ru/news/item/91144073/;2;91144073;80;1776;14056;322;11;2021-08-14;32;5;Ñá;3725;1976;180;124;1.0
105;2021-08-14 11:58:25;mos.ru/news/item/90997073/;2;90997073;80;4401;14057;322;11;2021-08-14;32;5;Ñá;3726;3282;180;124;1.0
106;2021-08-14 12:01:11;mos.ru/news/item/73150073/;2;73150073;80;1542;14058;322;12;2021-08-14;32;5;Ñá;550;3281;180;124;1.0
107;2021-08-15 09:06:26;mos.ru/news/item/94643073/;2;94643073;80;302;14190;343;9;2021-08-15;32;6;Âñ;3757;2931;180;124;1.0
108;2021-08-15 09:18:01;mos.ru/news/item/94400073/;2;94400073;80;198;14208;343;9;2021-08-15;32;6;Âñ;2587;1881;180;124;1.0
109;2021-08-15 09:18:23;mos.ru/news/item/91615073/;2;91615073;80;542;14209;343;9;2021-08-15;32;6;Âñ;2483;742;180;124;1.0
110;2021-08-15 09:19:12;mos.ru/news/item/83661073/;2;83661073;80;1247;14210;343;9;2021-08-15;32;6;Âñ;2505;740;180;124;1.0
111;2021-08-15 09:19:43;mos.ru/news/item/90965073/;2;90965073;80;877;14211;343;9;2021-08-15;32;6;Âñ;415;1760;180;124;1.0
112;2021-08-15 10:03:06;mos.ru/news/item/94410073/;2;94410073;80;304;14222;344;10;2021-08-15;32;6;Âñ;3189;1255;180;124;1.0
113;2021-08-15 10:05:03;mos.ru/news/item/93846073/;2;93846073;80;734;14224;344;10;2021-08-15;32;6;Âñ;139;3246;180;124;1.0
114;2021-08-16 09:33:41;mos.ru/news/item/91078073/;2;91078073;80;1535;14662;367;9;2021-08-16;33;0;Ïí;3796;2187;180;124;1.0
115;2021-08-16 09:33:56;mos.ru/news/item/93979073/;2;93979073;80;462;14664;367;9;2021-08-16;33;0;Ïí;34;3203;180;124;1.0
116;2021-08-16 09:34:00;mos.ru/news/item/93695073/;2;93695073;80;588;14665;367;9;2021-08-16;33;0;Ïí;14;915;180;124;1.0
117;2021-08-16 09:34:33;mos.ru/news/item/93851073/;2;93851073;80;725;14669;367;9;2021-08-16;33;0;Ïí;330;3201;180;124;1.0
118;2021-08-17 08:52:26;mos.ru/news/item/94662073/;2;94662073;80;274;15835;391;8;2021-08-17;33;1;Âò;3814;2087;180;124;1.0
119;2021-08-17 08:55:47;mos.ru/news/item/94393073/;2;94393073;80;66;15843;391;8;2021-08-17;33;1;Âò;2885;1770;180;124;1.0
120;2021-08-17 09:07:01;mos.ru/news/item/93754073/;2;93754073;80;4900;15870;391;9;2021-08-17;33;1;Âò;3943;3034;180;124;1.0
121;2021-08-17 09:07:21;mos.ru/news/item/92671073/;2;92671073;80;1126;15871;391;9;2021-08-17;33;1;Âò;3694;2263;180;124;1.0
122;2021-08-17 09:16:01;mos.ru/mayor/themes/1299/7386050/;2;7386050;80;1125;15891;391;9;2021-08-17;33;1;Âò;2328;2879;180;124;1.0
123;2021-08-17 09:20:19;mos.ru/news/item/93624073/;2;93624073;80;882;15896;391;9;2021-08-17;33;1;Âò;141;3031;180;124;1.0
124;2021-08-17 14:00:56;mos.ru/news/item/94327073/;2;94327073;80;236;16405;396;14;2021-08-17;33;1;Âò;1852;1040;180;124;1.0
125;2021-08-17 14:00:57;mos.ru/news/item/94470073/;2;94470073;80;482;16406;396;14;2021-08-17;33;1;Âò;2770;1240;180;124;1.0
126;2021-08-17 14:01:28;mos.ru/news/item/94219073/;2;94219073;80;281;16407;396;14;2021-08-17;33;1;Âò;1179;847;180;124;1.0
127;2021-08-18 09:02:37;mos.ru/news/item/94625073/;2;94625073;80;119;17027;415;9;2021-08-18;33;2;Ñð;4105;1659;180;124;1.0
128;2021-08-18 09:36:03;mos.ru/mayor/themes/2299/7558050/;2;7558050;80;85;17079;415;9;2021-08-18;33;2;Ñð;2699;1593;180;124;1.0
129;2021-08-18 09:36:07;mos.ru/mayor/themes/2299/7554050/;2;7554050;80;65;17080;415;9;2021-08-18;33;2;Ñð;2094;1442;180;124;1.0
130;2021-08-18 09:38:58;mos.ru/mayor/themes/2299/7540050/;2;7540050;80;440;17084;416;9;2021-08-18;33;2;Ñð;930;2834;180;124;1.0
131;2021-08-18 09:39:50;mos.ru/news/item/90354073/;2;90354073;80;4933;17089;416;9;2021-08-18;33;2;Ñð;4122;2833;180;124;1.0
132;2021-08-18 09:40:35;mos.ru/news/item/87930073/;2;87930073;80;4839;17091;416;9;2021-08-18;33;2;Ñð;4123;2831;180;124;1.0
133;2021-08-18 09:41:45;mos.ru/news/item/85526073/;2;85526073;80;837;17099;416;9;2021-08-18;33;2;Ñð;1499;2739;180;124;1.0
134;2021-08-18 09:47:39;mos.ru/news/item/94736073/;2;94736073;80;356;17109;416;9;2021-08-18;33;2;Ñð;4048;2121;180;124;1.0
135;2021-08-18 10:50:23;mos.ru/news/item/94205073/;2;94205073;80;316;17247;417;10;2021-08-18;33;2;Ñð;1168;2803;180;124;1.0
136;2021-08-19 08:56:27;mos.ru/news/item/94792073/;2;94792073;80;172;18459;439;8;2021-08-19;33;3;×ò;4331;1156;180;124;1.0
137;2021-08-19 08:57:46;mos.ru/news/item/94781073/;2;94781073;80;330;18461;439;8;2021-08-19;33;3;×ò;4187;1600;180;124;1.0
138;2021-08-19 08:57:53;mos.ru/news/item/94757073/;2;94757073;80;259;18462;439;8;2021-08-19;33;3;×ò;4127;67;180;124;1.0
139;2021-08-19 09:01:51;mos.ru/news/item/94679073/;2;94679073;80;67;18467;439;9;2021-08-19;33;3;×ò;3875;1475;180;124;1.0
140;2021-08-19 09:08:04;mos.ru/news/item/93978073/;2;93978073;80;176;18497;439;9;2021-08-19;33;3;×ò;31;1849;180;124;1.0
141;2021-08-19 09:08:12;mos.ru/mayor/themes/5299/7483050/;2;7483050;80;732;18498;439;9;2021-08-19;33;3;×ò;752;2433;180;124;1.0
142;2021-08-19 09:08:17;mos.ru/mayor/themes/231299/7455050/;2;7455050;80;2016;18499;439;9;2021-08-19;33;3;×ò;4073;2432;180;124;1.0
143;2021-08-19 09:08:20;mos.ru/news/item/91739073/;2;91739073;80;779;18500;439;9;2021-08-19;33;3;×ò;1940;2431;180;124;1.0
144;2021-08-19 09:09:10;mos.ru/news/item/91619073/;2;91619073;80;829;18504;439;9;2021-08-19;33;3;×ò;1941;255;180;124;1.0
145;2021-08-19 09:11:51;mos.ru/mayor/themes/5299/179050/;2;179050;80;5014;18508;439;9;2021-08-19;33;3;×ò;4354;2430;180;124;1.0
146;2021-08-19 14:02:59;mos.ru/news/item/93509073/;2;93509073;80;448;18998;444;14;2021-08-19;33;3;×ò;916;241;180;124;1.0
147;2021-08-19 14:03:04;mos.ru/news/item/93563073/;2;93563073;80;777;18999;444;14;2021-08-19;33;3;×ò;2435;2195;180;124;1.0
148;2021-08-19 14:03:23;mos.ru/news/item/92240073/;2;92240073;80;826;19000;444;14;2021-08-19;33;3;×ò;294;2194;180;124;1.0
149;2021-08-20 07:32:21;mos.ru/news/item/94681073/;2;94681073;80;51;19626;461;7;2021-08-20;33;4;Ïò;3965;1396;180;124;1.0
150;2021-08-20 07:32:58;mos.ru/news/item/91265073/;2;91265073;80;5012;19627;461;7;2021-08-20;33;4;Ïò;4591;2105;180;124;1.0
151;2021-08-20 07:33:54;mos.ru/news/item/91643073/;2;91643073;80;548;19628;461;7;2021-08-20;33;4;Ïò;455;2104;180;124;1.0
152;2021-08-20 07:34:11;mos.ru/news/item/89645073/;2;89645073;80;1115;19629;461;7;2021-08-20;33;4;Ïò;493;2103;180;124;1.0
153;2021-08-20 07:34:24;mos.ru/news/item/94860073/;2;94860073;80;27;19630;461;7;2021-08-20;33;4;Ïò;4587;557;180;124;1.0
154;2021-08-24 16:34:17;mos.ru/news/item/94339073/;2;94339073;80;58;23000;566;16;2021-08-24;34;1;Âò;2269;1231;180;124;1.0
155;2021-08-24 16:34:44;mos.ru/news/item/94351073/;2;94351073;80;55;23001;566;16;2021-08-24;34;1;Âò;2263;1230;180;124;1.0
156;2021-08-01 13:13:59;mos.ru/mayor/themes/231299/7538050/;3;7538050;17;155;182;11;13;2021-08-01;30;6;Âñ;107;975;39;6;1.0
157;2021-08-04 16:55:13;mos.ru/news/item/79094073/;3;79094073;17;1999;3986;87;16;2021-08-04;31;2;Ñð;1263;5181;39;6;1.0
158;2021-08-04 16:58:06;mos.ru/news/item/78213073/;3;78213073;17;1491;3998;87;16;2021-08-04;31;2;Ñð;1264;4995;39;6;1.0
159;2021-08-04 18:50:11;mos.ru/mayor/themes/19299/7218050/;3;7218050;17;607;4085;89;18;2021-08-04;31;2;Ñð;1251;3041;39;6;1.0
160;2021-08-04 19:53:35;mos.ru/news/item/70544073/;3;70544073;17;4695;4128;90;19;2021-08-04;31;2;Ñð;1307;5251;39;6;1.0
161;2021-08-04 20:31:10;mos.ru/news/item/93378073/;3;93378073;17;573;4140;90;20;2021-08-04;31;2;Ñð;1261;55;39;6;1.0
162;2021-08-04 20:41:56;mos.ru/mayor/themes/1299/7535050/;3;7535050;17;206;4142;91;20;2021-08-04;31;2;Ñð;2;91;39;6;1.0
163;2021-08-04 21:36:57;mos.ru/news/item/92555073/;3;92555073;17;1477;4154;91;21;2021-08-04;31;2;Ñð;820;1284;39;6;1.0
164;2021-08-05 10:06:52;mos.ru/news/item/94216073/;3;94216073;17;568;4478;104;10;2021-08-05;31;3;×ò;1151;3761;39;6;1.0
165;2021-08-05 10:09:46;mos.ru/news/item/93716073/;3;93716073;17;2040;4480;104;10;2021-08-05;31;3;×ò;1380;2513;39;6;1.0
166;2021-08-05 10:15:14;mos.ru/news/item/92595073/;3;92595073;17;673;4493;104;10;2021-08-05;31;3;×ò;604;2078;39;6;1.0
167;2021-08-05 10:15:51;mos.ru/news/item/92804073/;3;92804073;17;834;4496;104;10;2021-08-05;31;3;×ò;1367;2487;39;6;1.0
168;2021-08-05 11:48:19;mos.ru/news/item/79399073/;3;79399073;17;4682;4628;106;11;2021-08-05;31;3;×ò;1431;5168;39;6;1.0
169;2021-08-05 12:04:31;mos.ru/news/item/91664073/;3;91664073;17;1514;4656;106;12;2021-08-05;31;3;×ò;1437;1381;39;6;1.0
170;2021-08-05 12:05:45;mos.ru/news/item/92762073/;3;92762073;17;1512;4658;106;12;2021-08-05;31;3;×ò;1439;4664;39;6;1.0
171;2021-08-05 12:09:59;mos.ru/news/item/90867073/;3;90867073;17;1511;4659;106;12;2021-08-05;31;3;×ò;1440;1380;39;6;1.0
172;2021-08-05 12:10:44;mos.ru/news/item/94193073/;3;94193073;17;42;4660;106;12;2021-08-05;31;3;×ò;1023;1914;39;6;1.0
173;2021-08-05 12:10:49;mos.ru/news/item/93867073/;3;93867073;17;249;4661;106;12;2021-08-05;31;3;×ò;59;1954;39;6;1.0
174;2021-08-05 12:11:40;mos.ru/news/item/91797073/;3;91797073;17;695;4662;106;12;2021-08-05;31;3;×ò;1291;583;39;6;1.0
175;2021-08-05 12:12:28;mos.ru/news/item/91776073/;3;91776073;17;1145;4664;106;12;2021-08-05;31;3;×ò;687;4661;39;6;1.0
176;2021-08-05 13:54:35;mos.ru/news/item/75814073/;3;75814073;17;1506;4826;108;13;2021-08-05;31;3;×ò;1472;4763;39;6;1.0
177;2021-08-05 13:54:43;mos.ru/news/item/56765073/;3;56765073;17;2053;4827;108;13;2021-08-05;31;3;×ò;1484;5139;39;6;1.0
